Palabra (concepto),Descripción,Codificación
Agradecimiento,regalo cariño,regalo
Agradecimiento,totalmente terminos condiciones,acuerdo
Habilidad,unica persona,personal
Habilidad,especial,especial
Habilidad,sobresaliente,sobresaliente
Habilidad,accion,acción
Habilidad,distinto,distintos
Habilidad,innovador,innovación
Habilidad,poseer reconocimiento,reconocimiento
Éxito,triunfar,triunfo
Éxito,dinero,dinero
Éxito,reconocido,reconocimiento
Éxito,suerte,suerte
Éxito,inteligente,inteligencia
Éxito,pudiente,puediente
Éxito,educado,educación
Éxito,tienes justo,justicia
Éxito,innovador,innovación
Sugerencia ,opinion,opinión
Sugerencia ,idea,idea
Sugerencia ,comentario,comentario
Sugerencia ,reflexion,reflexión
Sugerencia ,amigos,amistad
Sugerencia ,conversacion apropiada,conversación
Sugerencia ,sujeta gusto persona,personal
Sugerencia ,beneficia opinion,opinión
Sugerencia ,respuesta comparacion,comparación
Decisión,atreverse,atreverse
Decisión,fuerza,fuerza
Decisión,reaccionar,reacción
Decisión,poseer opinion,opinión
Decisión,idea,idea
Decisión,seguro,seguridad
Decisión,confianza,confianza
Decisión,comparar,comparación
Decisión,analizar resultados,análisis
Verdad,existente,existir
Verdad,cosas padres,padres
Verdad,cosas profesores,profesores
Verdad,real,real
Verdad,verosimil,verosimilitud
Verdad,tomar reflexion religiosa,reflexión
Verdad,ciencia,ciencias
Excusa,sirve librarse,librarse
Excusa,motivo,motivación
Excusa,habitualmente culpa,no culpa
Excusa,mentira,mentira
Excusa,creible,creible
Excusa,sirve justificar,jutificación
Excusa,certidicado,certificado
Excusa,responde pregunta,respuesta
Excusa,posee informacion importante,información
Razón,fundamento,fundamental
Razón,piensan personas,pensamiento
Razón,responde pregunta,respuesta
Razón,motivo,motivación
Razón,asocia proporcion,proporción
Razón,argumento,argumentación
Razón,testimonio,testimonio
Razón,logico,lógica
Razón,mentira,verdad/mentira
Razón,fundamente vida,fundamental
Culpa,sientes,mal
Culpa,quieres sentirla,no sentir
Culpa,hiciste daño,daño
Culpa,sentir triste,tristeza
Culpa,pones depresivo,depresión
Culpa,reprochan,reproche
Culpa,puedes llevarla vida,toda la vida
Culpa,matar alguien produce,matar
Culpa,realizas acciones contrarestarla,contrarrestar
Ganancia,utilidad,utilidades
Ganancia,cotrario perdida,no perder
Ganancia,,bien
Ganancia,esforzaste lograrlo,logro
Ganancia,normalmente asocia dinero,dinero
Ganancia,persona forma gratitud,gratitud
Ganancia,premio,premio
Ganancia,sentir feliz,felicidad
Ganancia,tuviste suerte,suerte
Amenaza,malo,mal
Amenaza,entrega persona,entregar
Amenaza,verbal física,físico/verbal
Amenaza,terninar violencia,violencia
Destreza,posee habilidad actividad,habilidades
Destreza,positivo,positivo
Destreza,puedes utilizarla diferenciarte resto,diferenciación
Destreza,puedes explotarla,explotable
Pensamiento,cognitiva humano,cognitivo
Pensamiento,positivo negativo,positivo/negativo
Pensamiento,filósofos tenían fuente conocimiento,filosofía
Seguridad,sentimiento logra realización actividades,realización
Seguridad,guardianes calles recintos privados,guardias
Seguridad,debes actuar,necesario
Agradecimiento,recibir damos cambio,a cambio
Agradecimiento,,bien
Agradecimiento,potencies feliz,felicidad
Agradecimiento,salir carrera daré madre,padres
Peligro,sentimiento inseguridad,inseguridad
Peligro,físico psicológico,físico/psicológico
Peligro,padres defienden niños vida,padres
Esperanza,verde,verde
Esperanza,sentimiento necesario adversidad,adversidad
Esperanza,debemos perderla momento,no perder
Plan,actividad llevarla cabo,anticipación
Ansiedad,sentimiento negativo,negativo
Ansiedad,oscuridad,oscuridad
Ansiedad,claustrofobia,claustrofobia
Ansiedad,producido situaciones estresantes,estrés
Acuerdo,paises realizan historia,países
Acuerdo,llega resolución,resolución
Pensamiento,razonar,razonamiento
Pensamiento,asociar,asociación
Pensamiento,forma conciencia,conciencia
Pensamiento,forma analizar cosas,análisis
Pensamiento,humano capaz ocuparlo,humano
Pensamiento,involuntario,involuntario
Pensamiento,potenciar,potenciación
Pensamiento,permite tomar decisiones,decisión
Pensamiento,involucrar tema,temas
Pensamiento,asocia personalidad,peronalidad
Ansiedad,nervios,nerviosismo
Ansiedad,inquietud,inquietud
Ansiedad,incertidumbre,incertidumbre
Ansiedad,estrés,estrés
Ansiedad,incomodidad,incomodidad
Ansiedad,dificulta pensamiento,dificultad
Ansiedad,angustia,angustia
Ansiedad,dificultad,dificultad
Ansiedad,enfermedad,enfermedad
Ansiedad,falta autocontrol,descontrol
Decisión,seguridad,seguridad
Decisión,asocia pensamiento,pensamiento
Decisión,requiere minimo interes,interés
Decisión,capacidad elegir,elección
Decisión,grado dificultad,dificultad
Decisión,depende variables,variables
Decisión,involucra accion,acción
Decisión,trae consecuencias,concecuencia
Decisión,esfuerzo,esfuerzo
Decisión,realiza persona grupo personas,personal/grupal
Sugerencia ,opcion,opción
Sugerencia ,ignorada,ingorada
Sugerencia ,aceptada,aceptación
Sugerencia ,ayuda,ayuda
Sugerencia ,idea,idea
Sugerencia ,consejo,concejo
Sugerencia ,interes tema,interés
Sugerencia ,forma participar toma decisiones,decisión
Sugerencia ,aceptada transforma decision,aceptación
Sugerencia ,correcta,no correcto
Destreza,habilidad realizacion,habilidades
Destreza,capacidad,capacidad
Destreza,asocia actividad,actividades
Destreza,potencia,potencia
Destreza,actividades necesitan,necesario
Destreza,experiencia,experiencia
Destreza,automatico,automatismo
Destreza,involucra pensamiento,no pensamiento
Destreza,profesional,profesional
Honestidad,sinceridad,sinceridad
Honestidad,evidencia,evidencia
Honestidad,pureza,pureza
Honestidad,expresa,verdad
Honestidad,traer sufrimiento,sufrimiento
Honestidad,dificil mantenerla,dificultad
Honestidad,opuesto mentira,no mentir
Honestidad,valor,valor
Honestidad,cualidad,cualidad
Honestidad,suele duda,duda
Obligación,condicion,condición
Obligación,contrato,contrato
Obligación,,fin mayor
Obligación,exigencia,exigencia
Obligación,realiza individuos,individuos
Obligación,necesario cumplirla,no acuerdo
Obligación,realizarse,realización
Obligación,molesto,molestia
Obligación,planeado,no planeado
Obligación,trae consecuencias,consecuencias
Esperanza,fe,fe
Esperanza,cosas estaran,mejorar
Esperanza,suele perderse,perdida
Esperanza,causa emociones gente,emoción
Esperanza,gratitud,gratitud
Esperanza,felicidad,felicidad
Esperanza,acepta ocurrido,aceptación
Esperanza,contagia,contagio
Esperanza,crítica,crítica
Esperanza,futuro,futuro
Razón,ambiguo,ambigüedad
Razón,capacidad humanos,humano
Razón,permite,permitir
Razón,coherencia,coherencia
Razón,razonamiento,razonamiento
Razón,tipos,diferentes
Razón,permite planteo ideas,permitir
Razón,requiere pensamiento,pensamiento
Razón,interponen emociones,no emoción
Razón,plenitud,plenitud
Compasión,piedad,piedad
Compasión,perdonar,perdón
Compasión,ayudar,ayuda
Compasión,decision,decisión
Compasión,emocion,emoción
Compasión,libertad,libertad
Compasión,autoestima,autoestima
Compasión,alivio  ,alivio
Compasión,dolor,dolor
Compasión,sentimiento,sentimiento
Amenaza,acción atenta bienestar,no bienestar
Amenaza,situación peligrosa,peligro
Amenaza,conjunto situaciones intentan perjudicar alguien,perjuicio
Destreza,habilidad innata,habilidades
Destreza,usain bolt deportistas poseen,deporte
Destreza,ingenio,ingenio
Pensamiento,voces internas,interno
Pensamiento,lenguaje generado interior persona,lenguaje
Pensamiento,proviene,origen desconocido
Seguridad,sentimiento confort bienestar,confort
Seguridad,mutuales tratan brindarla,mutuales
Seguridad,gente estudia cargo tratar darla,estudiar
Seguridad,policias sentimiento,policias
Agradecimiento,expresión gratitud,gratitud
Agradecimiento,utilizar finalizar trato,finalizar trato
Agradecimiento,sientes alguien necesitas,sentimiento
Agradecimiento,salir tienda lugar expresas,despedida
Peligro,sentimiento amenaza,amenaza
Peligro,lugares altos sensación,sensación
Peligro,animales arañas perros rabiosos sentirlo,animales
Esperanza,sentimiento cumpla deseado,cumplimiento
Esperanza,sentimos alguien,bien
Esperanza,gente pueblos guerra siente,guerras
Plan,confección mental busca lograr objetivo,confección
Plan,viaje anticipacion,anticipación
Plan,jefes guerra buscan ganar,guerras
Plan,personajes series libros idea,idea
Ansiedad,sensación nerviosa angustia inestabilidad,angustia
Ansiedad,sentimos exámen,exámen
Ansiedad,sentimos forma ganas comer,hambre
Ansiedad,nerviosos exceso sentimos,nerviosismo
Acuerdo,trato partes,trato
Acuerdo,forma generar paz países,paz
Acuerdo,solucionar conflictos personas,resolver conflicto
Amenaza,alerta situacion estresante,alerta
Amenaza,circunstancia sujeto persona causar daño,daño
Destreza,habilidad,habilidades
Destreza,capacidad accion,capacidad
Pensamiento,informacion yace mente,mente
Pensamiento,simbolo mental representa realidad,mente
Seguridad,proteccion,protección
Seguridad,contrario amenaza,no amenaza
Seguridad,despreocupado problemas,despreocupación
Agradecimiento,satisfecho,satisfacción
Agradecimiento,experimenta,otro/alguien
Peligro,dañar,daño
Esperanza,vendra,saber
Esperanza,soñar gratificacion futura,soñar
Plan,realiza lobulo frontal,lóbulo frontal
Plan,representaciones mentales,mente
Plan,expectativas futuro,futuro
Acuerdo,sintetizacion idea general,síntesis
Excusa,subterfugio,subterfugio
Excusa,gente cumple,no cumplimiento
Excusa,patrañas,patrañas
Excusa,común personas irresponsables,irresponsabilidad
Peligro,riesgo,riesgo
Peligro,siniestro,siniestro
Peligro,posibilidad daño,daño
Peligro,eventualidad pérdidas,pérdidas
Peligro,detrimento,detrimento
Peligro,menoscabo,menoscabo
Peligro,problemas,problemas
Peligro,protegen seguros,protección
Peligro,verifican catástrofes naturales,catástrofes
Obligación,constricción,constricción
Obligación,deber,deber
Obligación,carga,carga
Obligación,correlato derecho,derechos
Obligación,vincula personas determinada acción,hacer
Obligación,mandato,mandato
Obligación,orden,orden
Obligación,imperatividad,imperativo
Obligación,coacción,coacción
Obligación,liga sujeto actuar,acción
Pensamiento,razonamiento,razonamiento
Pensamiento,reflexión,reflexión
Pensamiento,análisis,análisis
Pensamiento,idea,idea
Pensamiento,pasa mente,mente
Pensamiento,operación intelectual,intelectual
Pensamiento,proceso mental,mental
Pensamiento,personas miran responder,arriba
Éxito,resultado realización aspiraciones,aspiraciones
Éxito,fama,fama
Éxito,conlleva aprobación social,aprobación
Éxito,ganador,ganar
Éxito,triunfante,triunfo
Éxito,personas aspiran llegar,aspiraciones
Éxito,mejores logran,logro
Éxito,asocia riqueza,riqueza
Éxito,llegan,pocos
Éxito,figuras televisivas deportivas obtienen,fíguras
Destreza,habilidad,habilidades
Destreza,aptitud,aptitud
Destreza,idoneidad,idoneidad
Destreza,personas dedican,dedicación
Destreza,adquirir innatamente práctica,innato
Destreza,mejores deportistas disciplinas,deporte
Destreza,realización correcta quehacer,realización
Destreza,forma cosas,forma
Felicidad,realización,realización
Felicidad,plenitud,plenitud
Felicidad,eudemonismo,edonismo
Felicidad,alegría,alegría
Felicidad,sonrisa,sonrisa
Felicidad,objetivo vida,objetivos
Felicidad,observa gente simpática,simpatía
Felicidad,payaso,payaso
Felicidad,risa,risa
Felicidad,íntegro momentáneo,integridad
Razón,estudiado kant,filosofía
Razón,alguien correcto,correcto
Razón,argumento,argumentación
Razón,vincula valoraciones,valor
Honestidad,virtud,virtud
Honestidad,consiste,verdad
Honestidad,rectitud,rectitud
Honestidad,mentir,no mentir
Honestidad,principio moral religioso extendido,moral
Honestidad,anhela persona relaciona,anhelo
Compasión,empatía,empatía
Compasión,comprender especial situación,comprensión
Compasión,piedad,piedad
Compasión,humanidad,humano
Compasión,misericordia,misericordia
Amenaza,alerta,alerta
Amenaza,aproxima peligro,peligro
Amenaza,atacado aspecto,ataque
Amenaza,advierte,advertencia
Amenaza,sientes atacado,ataque
Amenaza,precavido situación,precaución
Amenaza,pretende sientas miedo,miedo
Amenaza,situación tensión,tensión
Destreza,hábil,habilidades
Destreza,facilidad trabajo actividad,facilidad
Destreza,capacidad innata,capacidad
Destreza,rápido obteniendo mejores resultados,rápidez
Destreza,característica personas alto rendimiendo,características
Destreza,mejorando práctica,práctica
Destreza,relacionado desempeño,desempeño
Destreza,ágil,agilidad/fuerza
Destreza,obtiene rendimiento,rendimiento
Destreza,cosas profesional,profesional
Pensamiento,ideas cuestionarnos cosas,idea
Pensamiento,relacionado mente,mente
Pensamiento,personal,personal
Pensamiento,,todos los diás
Pensamiento,reflexionar,reflexión
Pensamiento,conecta,uno mismo
Pensamiento,identifica,identidad
Pensamiento,opinión ideales,opinión
Seguridad,sentirse protegido,protección
Seguridad,libre riegos,no riesgo
Seguridad,prevención peligro,prevención
Seguridad,antónimo altera,no alerta
Seguridad,zona confort,confort
Seguridad,otorga candados puertas cerradas etc.,candados
Seguridad,confianza,confianza
Seguridad,preocupación,no preocupación
Agradecimiento,recibe favor,favor
Agradecimiento,muestra gratitud,gratitud
Agradecimiento,muestra afecto prestar atención,afecto
Agradecimiento,gracias,gratitud
Peligro,encuentras apuros,apuro
Peligro,expuesto consecuencias negativas,exposición
Peligro,alta probabilidad riesgos,riesgo
Peligro,alerta,alerta
Peligro,encuentras seguro,inseguridad
Peligro,alerta máxima,alerta
Esperanza,fe,fe
Esperanza,pierde,lo último que se pierde
Esperanza,fe oportunidad,fe
Esperanza,nombre mujer,nombre
Esperanza,cree imposible arreglar,imposible
Plan,objetivo,objetividad
Plan,organizado,organización
Plan,proyecta futuro,futuro
Ansiedad,nervios,nerviosismo
Ansiedad,consecuencia constante estrés,estrés
Ansiedad,preocupación   futuro,preocupación
Ansiedad,tipo trastorno,trastorno
Ansiedad,derivar crisis,crisis
Acuerdo,pacto,pacto
Acuerdo,cumplir,deber
Acuerdo,concuerdan partes,dos o más partes
Acuerdo,consenza,consenso
Desesperación,sentimiento angustiante causado fracaso,angustia
Desesperación,sentimiento producido falta capacidad espera,incapacidad
Desesperación,funcionar mecanismo defensa casos particulares,mecanismo de defensa
Culpa,sentimiento causado arrepentimiento,arrepentimiento
Culpa,responzable acción,responsabilidad
Agradecimiento,sentimiento satisfacción acción,sentimiento
Agradecimiento,capacidad gracias,gratitud
Agradecimiento,reconocimiento aspectos positivos,reconocimiento
Agradecimiento,recompensa,recompensa
Pensamiento,inconsciente,inconsciente
Pensamiento,procesamiento información,información
Pensamiento,capacidad análisis,análisis
Verdad,admitir,admitir
Verdad,real incuestionable,real
Definición,explicación conceptos objetos,explicación
Definición,proponer caracteristicas,características
Obsesión,interés exagerado incontrolable,interés
Obsesión,exceso,exceso
Ganancia,adquisición cosas positivas,adquisición
Ganancia,dinero recibido venta,dinero
Felicidad,sentimiento agradable,sentimiento
Felicidad,sentimiento provocado situaciones positivas,positivo
Felicidad,ánimo,ánimo
Felicidad,estilo vida,estilo de vida
Habilidad,capacidad,capacidad
Habilidad,destreza,destreza
Habilidad,caracteristica positiva,positivo
Habilidad,ámbito,bien
Decisión,elegir,elección
Decisión,cosa la(s otra(s,cosa
Decisión,camino,elección
Decisión,manifestar preferenica,preferencia
Decisión,tomar postura,postura
Decisión,privilegiar opciones,privilegiar
Decisión,pensar aproxima consecuencias,pensamiento
Decisión,opciones,opción
Decisión,respuesta,repuesta
Agradecimiento,brindar gracias,gratitud
Agradecimiento,manifestarle persona,bien
Agradecimiento,demostrar tomo,demostración
Agradecimiento,manifestación positiva,positivo
Agradecimiento,respuesta,respuesta
Agradecimiento,cordialidad,cordialidad
Agradecimiento,educación,educación
Agradecimiento,respuesta frente causa favorece,respuesta
Obsesión,cargante,cargante
Obsesión,cuadrado,cuadrado
Obsesión,sesgarce alternativas,sesgo
Obsesión,problema,problemas
Obsesión,reiterar alternativa,repetición
Obsesión,concretar objetivos,como sea
Obsesión,allá,no más alla
Definición,descripción,descripción
Definición,explica,explicación
Definición,sirve desconocido,conocimiento
Definición,rae,diccionario
Definición,,conocimiento
Definición,términos palabra,término
Definición,busca significa,significado
Felicidad,alegria,alegría
Felicidad,sensacion placer,placer
Felicidad,positiva,positivo
Felicidad,siente cuerpo,cambio corporal
Felicidad,transmite,transmición
Felicidad,irradia,irradiación
Felicidad,opuesta tristeza,no tristeza
Felicidad,busca vida,búsqueda
Felicidad,bienestar,bienestar
Felicidad,contento,alegría
Destreza,habilidad,habilidades
Destreza,facilidad,facilidad
Destreza,manejo elevebado,menejo
Destreza,trabajado,poder
Destreza,capacidad,capacidad
Destreza,dominio,dominio
Destreza,desplante,desplante
Destreza,llama atención,atención
Habilidad,recurso trabajado,trabajo
Habilidad,destreza,destreza
Habilidad,dominio heredado,dominio
Habilidad,facilidad frente,facilidad
Habilidad,don,don
Habilidad,sobresalir,sobresaliente
Habilidad,enseñanza superior,enseñanza
Habilidad,manejar,manejo
Habilidad,personal independiente persona,personal
Amenaza,advertencia,advertencia
Amenaza,regaño,regaño
Amenaza,restringir,restringir
Amenaza,castigar,castigo
Amenaza,problema,problemas
Razón,proporción,proporción
Razón,sabiduría,sabiduría
Razón,,saber
Razón,equivalencia,equivalencia
Razón,matemáticas,matemáticas
Razón,cree,siempre
Razón,seguridad fremte,seguridad
Razón,certeza,certeza
Desesperación,angustia,angustia
Desesperación,estrés,estrés
Desesperación,escases recursos,escasez
Desesperación,limitación,limitación
Desesperación,obligado,obligación
Desesperación,crítico,critíco
Desesperación,vive persona,estado
Desesperación,común semestre,fin semestre
Amenaza,ofensa,ofensa
Amenaza,ataque,ataque
Amenaza,representa riesgo,riesgo
Amenaza,peligroso,peligro
Amenaza,enfrentamiento,enfrentamiento
Amenaza,enemigo,enemigo
Amenaza,condicional,condicional 
Amenaza,jaque,jaque
Amenaza,intimidación,intimidación
Destreza,habilidad,habilidades
Destreza,conciencia,conciencia
Destreza,aprende,aprendizaje
Destreza,agilidad,agilidad/fuerza
Destreza,forma actividad,actividades
Destreza,arte,arte
Destreza,maniobra,maniobra
Destreza,otorga facilidad,facilidad
Destreza,dote,dote
Destreza,cualidad,cualidad
Pensamiento,reflexión,reflexión
Pensamiento,mental,mental
Pensamiento,compartirse,compartir
Pensamiento,personal,personal
Pensamiento,depende persona,individual
Pensamiento,meditación,meditación
Pensamiento,proceso interior,interno
Pensamiento,verbalizar,verbalizable
Pensamiento,abstracto,abstracción
Pensamiento,carácter subjetivo,subjetivo
Seguridad,confortabilidad,confort
Seguridad,riesgo,no riesgo
Seguridad,sensación,sensación
Seguridad,,a salvo
Seguridad,representa peligro,no peligro
Seguridad,gusto,a gusto
Agradecimiento,sensación,sensación
Agradecimiento,conforme,conformidad
Agradecimiento,ligado modales,cortesía
Peligro,adversidad,adversidad
Peligro,inseguridad,inseguridad
Peligro,situacion incomoda,incomodidad
Peligro,riesgo,riesgo
Peligro,salvedad,no a salvo
Esperanza,fe,fe
Esperanza,sentimiento,sentimiento
Plan,preparado,preparación
Plan,pasos,pasos
Plan,guia,guía
Plan,modelo seguir,modelo
Plan,estructurado,estructura
Plan,involucra espontaneidad acontecimientos,no espontaneo
Ansiedad,trastorno,trastorno
Ansiedad,intranquilidad,intranquilidad
Ansiedad,impaciencia,impaciencia
Ansiedad,producir estando presión,presión
Ansiedad,crea desordenes cuerpo,desorden
Acuerdo,unanimidad,unánime
Acuerdo,conformidad,conformidad
Acuerdo,tratado,tratado
Acuerdo,justo,justo
Acuerdo,involucra responsabilidad,deber
Acuerdo,compromiso,compromiso
Peligro,situacion activa maxima alerta personas,alerta
Peligro,exposicion dañado,exposición
Peligro,genera angustia miedo personas,angustia
Peligro,riesgo,riesgo
Peligro,resulta seguridad,inseguridad
Peligro,amenaza bienestar,amenaza
Peligro,personas buscan,a salvo
Obsesión,idolatracion excesiva,idolatración
Obsesión,conducta riesgo,riesgo
Obsesión,personas sufren llegar situaciones extremas,extremos
Obsesión,influir autoestima,no autoestima
Obsesión,confunde recurrentemente enamoramiento,confución amor
Obsesión,conductas asociadas psicopatia,psicopatía
Culpa,sentimiento negativo,negativo
Culpa,resulta acto provocado persona,mal
Culpa,personas sienten parten arrepentimiento,arrepentimiento
Culpa,causa angustia,angustia
Culpa,solucion reconocer cometido error,reconocimiento
Culpa,sienten personas cosas malas,mal
Culpa,paso sanacion mala sensacion,sanación
Plan,proyecto,proyecto
Plan,determinacion futuro,futuro
Plan,camino seguir,camino
Plan,coordinacion ideas,coordinación
Plan,organización,organización
Plan,meta,meta
Plan,ideas,idea
Plan,soluciones problemas,solución
Definición,datar caracteristicas concepto,características
Definición,explicar,explicación
Definición,ayuda personas entender cosas,ayuda
Definición,preponderante estudio alumnos,estudiar
Definición,gracias orden mental cosas,orden
Definición,proporciona sabiduria,sabiduría
Amenaza,pone personas riesgo,riesgo
Amenaza,relaciona chantaje,chantaje
Amenaza,genera angustia recibe,angustia
Amenaza,forma manipular personas,manipulación
Amenaza,conducta extrema,extremos
Amenaza,peligro,peligro
Amenaza,inseguridad personas,inseguridad
Compasión,sentimiento empatia,empatía
Compasión,sentimiento sirve ayudar resto,ayuda
Compasión,entender situacion,entendimiento
Compasión,ve programas solidarios,solidaridad
Ganancia,ingreso,ingreso
Ganancia,suma capital,suma
Ganancia,personas reciben sueldo,sueldo
Ganancia,distintos tipos plano material emocional,distintos
Ganancia,positiva,positivo
Éxito,sensacion enriquecedora,sensación
Éxito,sucede logro,logro
Éxito,personas proyectos positivos,positivo
Éxito,realizacion,realización
Éxito,genera tranquilidad personas,tranquilidad
Éxito,motivo orgullo,orgullo
Éxito,personas buscan,humano
Éxito,,poder
Verdad,sinceridad,sinceridad
Verdad,objetivo,objetividad
Verdad,honestidad,honestidad
Verdad,personas positivas,positivo
Verdad,suele evitar problemas,no problemas
Verdad,fuertes meten problemas,fuerza
Verdad,conducta considerada honrada,honradez
Felicidad,emoción positiva,emoción
Felicidad,alegría,alegría
Felicidad,regocijo,regocijo
Felicidad,,bien
Felicidad,provoca sonrisas,sonrisa
Éxito,lograr,logro
Éxito,cumplir meta,cumplimiento
Éxito,rendir,bien
Ansiedad,nerviosismo,nerviosismo
Ansiedad,emoción,emoción
Amenaza,peligroso,peligro
Amenaza,dañino,daño
Amenaza,probabilidad pase malo,mal
Destreza,habilidad,habilidades
Destreza,desempeño,desempeño
Acuerdo,tratado,tratado
Acuerdo,establece entidades,dos o más partes
Desesperación,emoción negativa,negativo
Desesperación,angustia,angustia
Obligación,deber,hacer
Obligación,especie compromiso,compromiso
Obligación,responsable,responsabilidad
Obligación,sometido,sometimiento
Ganancia,recompensa,recompensa
Ganancia,obtiene esfuerzo,esfuerzo
Obsesión,dejar pensar querer  ,no dejar
Obsesión,adicción,adicción
Ganancia,beneficios,beneficios
Ganancia,ingresos mayores gastos,ingreso
Ganancia,negocio obtienen,negocios
Ganancia,,mayor
Ganancia,necesarias sobrevivir,necesario
Ganancia,beneficios sobrepasan perjiuicios,beneficios
Ganancia,concepto términos monetarios,dinero
Ganancia,referirse ámbitos aprendizaje,aprendizaje
Ganancia,contrario perdida,no perdida
Agradecimiento,forma recompensar favor,recompensa
Agradecimiento,sentimiento alguien,sentimiento
Agradecimiento,favor siento,favor
Agradecimiento,siente padres,padres
Agradecimiento,contrario resentimiento,cariño
Amenaza,peligro provoca alguien,peligro
Amenaza,miedo alguien,miedo
Amenaza,alguien potencial causarme algun perjuicio,perjuicio
Amenaza,invasión alienigena potencial,alien
Amenaza,secuestro matar rehen,secuestro
Amenaza,utiliza obtener costa peligrar importante,peligro
Obligación,deber cumplir guste,deber
Obligación,pequeño colegio,colegio
Obligación,contrario prohibicion,no prohibicion
Habilidad,poseer capacidad poseen,capacidad
Habilidad,futbolistas poseen resto jugar futbol,deporte
Habilidad,desarrollarse práctica,desarrollo
Habilidad,normalmente obtienen despúes esfuerzo,esfuerzo
Habilidad,contrario discapacidad,no discapacidad
Éxito,objetivo vida,isp
Éxito,logra completar algun desafío,completar
Éxito,contrario fracaso,no fracaso
Éxito,normalmente obtiene esfuerzo,esfuerzo
Culpa,sentimiento negativo,negativo
Culpa,siente siente acciones,mal
Culpa,siente despúes cometer error tonto,error
Culpa,siento mea,mal
Definición,explicación concepto,explicación
Definición,diccionario posee,diccionario
Definición,significado palabras,significado
Pensamiento,mente,mente
Pensamiento,acertados,acertividad
Pensamiento,capacidad personas razonar,razonamiento
Pensamiento,,todo el día
Desesperación,sentimiento negativo,negativo
Desesperación,siente piensa solución,no solución
Desesperación,contrario esperanza,desesperanza
Desesperación,cuanddo necesita urgentemente puedes,urgencia
Desesperación,tratan evitar sentimiento buscando soluciones,evitación
Amenaza,generar miedo,miedo
Amenaza,dificultad enfrentar,dificultad
Amenaza,barrera cumplir objetivos,barrera
Amenaza,amenazas reales,no real
Destreza,habilida,habilidades
Destreza,capacidad relizar,capacidad
Destreza,adquiren inatas,innato
Destreza,determinan futuro persona,futuro
Destreza,aveces envidiadas,envidia
Destreza,aveces desperdiciadas,desperdicio
Pensamiento,reflexion,reflexión
Pensamiento,filosofia,filosofía
Pensamiento,malo,bien/mal
Pensamiento,principal herramienta humano,herramienta
Pensamiento,metodo analisis,análisis
Seguridad,zona confort,confort
Seguridad,tranquilidad,tranquilidad
Seguridad,estabilidad,estabilidad
Seguridad,pude pagar,pago
Seguridad,seguridad genera esperanza,esperanza
Seguridad,medir,medición
Seguridad,,bien
Seguridad,derecho,derechos
Seguridad,respetada,respeto
Agradecimiento,oportunidad,oportunidad
Agradecimiento,necesario,necesario
Agradecimiento,agradece aprende,aprendizaje
Agradecimiento,habilidad,habilidades
Agradecimiento,enseñado,enseñanza
Peligro,inseguridad,inseguridad
Peligro,limite,límite
Peligro,amenaza,amenaza
Peligro,debre enfrentar atencion,atención
Peligro,produce adrenalina,adrenalina
Peligro,adictivo,adicción
Esperanza,fe,fe
Esperanza,terner fundamentos racionales,racional
Esperanza,esperar preparado,esperar
Esperanza,objetiva subjetiva,objetivo/subjetivo
Esperanza,objetivamen termino matematico valor exacto,matemáticas
Esperanza,subjetivamente multiples aplicaciones,multiple
Plan,proyecto,proyecto
Plan,busca minimizar peligro amenazas,búsqueda
Plan,busca asegurar resultados esperados,búsqueda
Plan,organiza destresas habilidades,organización 
Plan,logra traves penamiento,pensamiento
Plan,ordena tareas,tareas
Ansiedad,impaciencia,impaciencia
Ansiedad,regular,deber regular
Ansiedad,favor padece,a favor
Ansiedad,generalmente juega,en contra
Ansiedad,silencioso,mal
Acuerdo,trato,trato
Acuerdo,informales formales,formal/informal
Acuerdo,formales legalizar,legal
Acuerdo,respeto informales determina persona,respeto
Acuerdo,llevan cabo,diario 
Acuerdo,formales consecuencias,formal/informal
Acuerdo,interno persona externo,interno/externo
Honestidad,sincero,sinceridad
Honestidad,lealtad,leal
Honestidad,transparencia,transparencia
Honestidad,respeto,respeto
Agradecimiento,gratitud,gratitud
Agradecimiento,felicidad,felicidad
Agradecimiento,tranquilidad,tranquilidad
Razón,lógica,lógica
Razón,posee humano,humano
Razón,resolución problemas,solución
Razón,contrario instinto,no instinto
Razón,pensamiento racional,pensamiento
Desesperación,agobio,agobio
Desesperación,impotencia,impotencia
Desesperación,encerrado,encierro
Desesperación,salida,no salida
Desesperación,angustia,angustia
Desesperación,solución aparente,no solución
Verdad,seguridad,seguridad
Verdad,estamento,estamento
Verdad,verídico,veracidad
Verdad,afirmación,afirmación
Verdad,cuestionado,cuastionamiento
Ganancia,aumento,aumento
Ganancia,suma,suma
Ganancia,cantidad,mayor cantidad
Compasión,lamento,lamento
Compasión,empatía,empatía
Compasión,comprensión suceso malo,comprensión
Compasión,tristeza,tristeza
Peligro,amenaza,amenaza
Peligro,miedo,miedo
Peligro,situación inestable,inestabilidad
Peligro,riesgo,riesgo
Peligro,desequilibrio entorno,desequilibrio
Ansiedad,incapacidad espera suceso,incapacidad
Ansiedad,nerviosismo,nerviosismo
Ansiedad,anhelo adelantar tiempo,anhelo
Ansiedad,impaciente,impaciencia
Sugerencia,opinión,opinión
Sugerencia,crítica constructiva,crítica
Sugerencia,aporte positivo,positivo
Sugerencia,idea,idea
Amenaza,riesgo,riesgo
