Palabra (concepto),Descripción,Codificación
Éxito,triunfar,triunfo
Éxito,dinero,dinero
Éxito,reconocer,reconocimiento
Éxito,suerte,suerte
Éxito,inteligente,inteligencia
Éxito,pudiente,puediente
Éxito,educar,educación
Éxito,tener justo,justicia
Éxito,innovador,innovación
Sugerencia ,opinion,opinión
Sugerencia ,idea,idea
Sugerencia ,comentario,comentario
Sugerencia ,reflexion,reflexión
Sugerencia ,amigo,amistad
Sugerencia ,conversacion apropiado,conversación
Sugerencia ,sujeta gusto persona,personal
Sugerencia ,beneficiar opinion,opinión
Sugerencia ,respuesta comparacion,comparación
Decisión,atrever él,atreverse
Decisión,fuerza,fuerza
Decisión,reaccionar,reacción
Decisión,poseer opinion,opinión
Decisión,idea,idea
Decisión,seguro,seguridad
Decisión,confianza,confianza
Decisión,comparar,comparación
Decisión,analizar resultado,análisis
Verdad,existente,existir
Verdad,cosa padre,padres
Verdad,cosa profesor,profesores
Verdad,real,real
Verdad,verosimil,verosimilitud
Verdad,tomar reflexion religioso,reflexión
Verdad,ciencia,ciencias
Excusa,servir librar él,librarse
Excusa,motivo,motivación
Excusa,habitualmente culpa,no culpa
Excusa,mentira,mentira
Excusa,creible,creible
Excusa,servir justificar,jutificación
Excusa,certidicado,certificado
Excusa,responder pregunta,respuesta
Excusa,poseer informacion importante,información
Razón,fundamento,fundamental
Razón,pensar persona,pensamiento
Razón,responder pregunta,respuesta
Razón,motivo,motivación
Razón,asociar proporcion,proporción
Razón,argumento,argumentación
Razón,testimonio,testimonio
Razón,logico,lógica
Razón,mentira,verdad/mentira
Razón,fundamente vida,fundamental
Culpa,sentir,mal
Culpa,querer sentir él,no sentir
Culpa,hiciste daño,daño
Culpa,sentir triste,tristeza
Culpa,pón depresivo,depresión
Culpa,reprochar,reproche
Culpa,poder llevar él vida,toda la vida
Culpa,matar alguien producir,matar
Culpa,realiza acción contrarestar él,contrarrestar
Ganancia,utilidad,utilidades
Ganancia,cotrario perdido,no perder
Ganancia,,bien
Ganancia,esforzastar lograr él,logro
Ganancia,normalmente asociar dinero,dinero
Ganancia,persona forma gratitud,gratitud
Ganancia,premio,premio
Ganancia,sentir feliz,felicidad
Ganancia,tuviste suerte,suerte
Amenaza,malo,mal
Amenaza,entregar persona,entregar
Amenaza,verbal físico,físico/verbal
Amenaza,terninar violencia,violencia
Destreza,poseer habilidad actividad,habilidades
Destreza,positivo,positivo
Destreza,poder utilizar él diferenciarte resto,diferenciación
Destreza,poder explotar él,explotable
Pensamiento,cognitivo humano,cognitivo
Pensamiento,positivo negativo,positivo/negativo
Pensamiento,filósofo tener fuente conocimiento,filosofía
Seguridad,sentimiento lograr realización actividad,realización
Seguridad,guardián calle recinto privado,guardias
Seguridad,deber actuar,necesario
Agradecimiento,recibir dar cambio,a cambio
Agradecimiento,,bien
Agradecimiento,potenci feliz,felicidad
Agradecimiento,salir carrera dar madre,padres
Peligro,sentimiento inseguridad,inseguridad
Peligro,físico psicológico,físico/psicológico
Peligro,padre defender niño vida,padres
Esperanza,verde,verde
Esperanza,sentimiento necesario adversidad,adversidad
Esperanza,deber perder él momento,no perder
Plan,actividad llevar él cabo,anticipación
Ansiedad,sentimiento negativo,negativo
Ansiedad,oscuridad,oscuridad
Ansiedad,claustrofobio,claustrofobia
Ansiedad,producido situación estresant,estrés
Acuerdo,país realizar historia,países
Acuerdo,llegar resolución,resolución
Pensamiento,razonar,razonamiento
Pensamiento,asociar,asociación
Pensamiento,forma conciencia,conciencia
Pensamiento,forma analizar cosa,análisis
Pensamiento,humano capaz ocupar él,humano
Pensamiento,involuntario,involuntario
Pensamiento,potenciar,potenciación
Pensamiento,permitir tomar decisión,decisión
Pensamiento,involucrar tema,temas
Pensamiento,asociar personalidad,peronalidad
Ansiedad,nervio,nerviosismo
Ansiedad,inquietud,inquietud
Ansiedad,incertidumbre,incertidumbre
Ansiedad,estrés,estrés
Ansiedad,incomodidad,incomodidad
Ansiedad,dificultar pensamiento,dificultad
Ansiedad,angustiar,angustia
Ansiedad,dificultad,dificultad
Ansiedad,enfermedad,enfermedad
Ansiedad,falta autocontrol,descontrol
Decisión,seguridad,seguridad
Decisión,asociar pensamiento,pensamiento
Decisión,requerir minimo inter,interés
Decisión,capacidad elegir,elección
Decisión,grado dificultad,dificultad
Decisión,depender variable,variables
Decisión,involucrar accion,acción
Decisión,traer consecuencia,concecuencia
Decisión,esfuerzo,esfuerzo
Decisión,realizar persona grupo persona,personal/grupal
Sugerencia ,opcion,opción
Sugerencia ,ignorar,ingorada
Sugerencia ,aceptar,aceptación
Sugerencia ,ayuda,ayuda
Sugerencia ,idea,idea
Sugerencia ,consejo,concejo
Sugerencia ,inter tema,interés
Sugerencia ,forma participar toma decisión,decisión
Sugerencia ,aceptar transformar decision,aceptación
Sugerencia ,correcto,no correcto
Destreza,habilidad realizacion,habilidades
Destreza,capacidad,capacidad
Destreza,asociar actividad,actividades
Destreza,potenciar,potencia
Destreza,actividad necesitar,necesario
Destreza,experiencia,experiencia
Destreza,automatico,automatismo
Destreza,involucra pensamiento,no pensamiento
Destreza,profesional,profesional
Honestidad,sinceridad,sinceridad
Honestidad,evidenciar,evidencia
Honestidad,pureza,pureza
Honestidad,expresar,verdad
Honestidad,traer sufrimiento,sufrimiento
Honestidad,dificil mantener él,dificultad
Honestidad,opuesto mentira,no mentir
Honestidad,valor,valor
Honestidad,cualidad,cualidad
Honestidad,soler duda,duda
Obligación,condicion,condición
Obligación,contrato,contrato
Obligación,,fin mayor
Obligación,exigencia,exigencia
Obligación,realizar individuo,individuos
Obligación,necesario cumplir él,no acuerdo
Obligación,realizar él,realización
Obligación,molesto,molestia
Obligación,planeado,no planeado
Obligación,traer consecuencia,consecuencias
Esperanza,fe,fe
Esperanza,cosa estarir,mejorar
Esperanza,soler perder él,perdida
Esperanza,causar emoción gente,emoción
Esperanza,gratitud,gratitud
Esperanza,felicidad,felicidad
Esperanza,aceptar ocurrido,aceptación
Esperanza,contagiar,contagio
Esperanza,críticar,crítica
Esperanza,futuro,futuro
Razón,ambiguo,ambigüedad
Razón,capacidad humano,humano
Razón,permitir,permitir
Razón,coherencia,coherencia
Razón,razonamiento,razonamiento
Razón,tipo,diferentes
Razón,permitir planteo idea,permitir
Razón,requerir pensamiento,pensamiento
Razón,interponer emoción,no emoción
Razón,plenitud,plenitud
Compasión,piedad,piedad
Compasión,perdonar,perdón
Compasión,ayudar,ayuda
Compasión,decision,decisión
Compasión,emocion,emoción
Compasión,libertad,libertad
Compasión,autoestima,autoestima
Compasión,alivio  ,alivio
Compasión,dolor,dolor
Compasión,sentimiento,sentimiento
Amenaza,acción atentar bienestar,no bienestar
Amenaza,situación peligroso,peligro
Amenaza,conjunto situación intentar perjudicar alguien,perjuicio
Destreza,habilidad innato,habilidades
Destreza,usain bolt deportista poseer,deporte
Destreza,ingenio,ingenio
Pensamiento,voz interno,interno
Pensamiento,lenguaje generado interior persona,lenguaje
Pensamiento,provenir,origen desconocido
Seguridad,sentimiento confort bienestar,confort
Seguridad,mutual tratar brindar él,mutuales
Seguridad,gente estudiar cargo tratar dar él,estudiar
Seguridad,policia sentimiento,policias
Agradecimiento,expresión gratitud,gratitud
Agradecimiento,utilizar finalizar trato,finalizar trato
Agradecimiento,sient alguien necesitas,sentimiento
Agradecimiento,salir tienda lugar expreso,despedida
Peligro,sentimiento amenaza,amenaza
Peligro,lugar alto sensación,sensación
Peligro,animal araña perro rabioso sentir él,animales
Esperanza,sentimiento cumplir deseado,cumplimiento
Esperanza,sentir alguien,bien
Esperanza,gente pueblo guerra sentir,guerras
Plan,confección mental buscar lograr objetivo,confección
Plan,viaje anticipacion,anticipación
Plan,jefe guerra buscar ganar,guerras
Plan,personaje serie libro idea,idea
Ansiedad,sensación nervioso angustia inestabilidad,angustia
Ansiedad,sentir exámen,exámen
Ansiedad,sentir forma gana comer,hambre
Ansiedad,nervioso exceso sentir,nerviosismo
Acuerdo,trato parte,trato
Acuerdo,forma generar paz país,paz
Acuerdo,solucionar conflicto persona,resolver conflicto
Amenaza,alerta situacion estresante,alerta
Amenaza,circunstancia sujeto persona causar daño,daño
Destreza,habilidad,habilidades
Destreza,capacidad accion,capacidad
Pensamiento,informacion yacer mente,mente
Pensamiento,simbolo mental representar realidad,mente
Seguridad,proteccion,protección
Seguridad,contrario amenaza,no amenaza
Seguridad,despreocupado problema,despreocupación
Agradecimiento,satisfecho,satisfacción
Agradecimiento,experimentar,otro/alguien
Peligro,dañar,daño
Esperanza,vendra,saber
Esperanza,soñar gratificacion futuro,soñar
Plan,realizar lobulo frontal,lóbulo frontal
Plan,representación mental,mente
Plan,expectativa futuro,futuro
Acuerdo,sintetizacion idea general,síntesis
Excusa,subterfugio,subterfugio
Excusa,gente cumplir,no cumplimiento
Excusa,patraña,patrañas
Excusa,común persona irresponsable,irresponsabilidad
Peligro,riesgo,riesgo
Peligro,siniestro,siniestro
Peligro,posibilidad daño,daño
Peligro,eventualidad pérdida,pérdidas
Peligro,detrimentir,detrimento
Peligro,menoscabo,menoscabo
Peligro,problema,problemas
Peligro,proteger seguro,protección
Peligro,verificar catástrofe natural,catástrofes
Obligación,constricción,constricción
Obligación,deber,deber
Obligación,carga,carga
Obligación,correlato derecho,derechos
Obligación,vincular persona determinado acción,hacer
Obligación,mandato,mandato
Obligación,orden,orden
Obligación,imperatividad,imperativo
Obligación,coacción,coacción
Obligación,liga sujeto actuar,acción
Pensamiento,razonamiento,razonamiento
Pensamiento,reflexión,reflexión
Pensamiento,análisis,análisis
Pensamiento,idea,idea
Pensamiento,pasar mente,mente
Pensamiento,operación intelectual,intelectual
Pensamiento,proceso mental,mental
Pensamiento,persona mirar responder,arriba
Éxito,resultado realización aspiración,aspiraciones
Éxito,fama,fama
Éxito,conllevar aprobación social,aprobación
Éxito,ganador,ganar
Éxito,triunfante,triunfo
Éxito,persona aspirar llegar,aspiraciones
Éxito,mejor lograr,logro
Éxito,asociar riqueza,riqueza
Éxito,llegar,pocos
Éxito,figura televisivo deportivo obtener,fíguras
Destreza,habilidad,habilidades
Destreza,aptitud,aptitud
Destreza,idoneidad,idoneidad
Destreza,persona dedicar,dedicación
Destreza,adquirir innatamente práctica,innato
Destreza,mejor deportista disciplina,deporte
Destreza,realización correcto quehacer,realización
Destreza,forma cosa,forma
Felicidad,realización,realización
Felicidad,plenitud,plenitud
Felicidad,eudemonismo,edonismo
Felicidad,alegría,alegría
Felicidad,sonrisa,sonrisa
Felicidad,objetivo vida,objetivos
Felicidad,observar gente simpático,simpatía
Felicidad,payaso,payaso
Felicidad,risa,risa
Felicidad,íntegro momentáneo,integridad
Razón,estudiado kant,filosofía
Razón,alguien correcto,correcto
Razón,argumento,argumentación
Razón,vincular valoración,valor
Honestidad,virtud,virtud
Honestidad,consistir,verdad
Honestidad,rectitud,rectitud
Honestidad,mentir,no mentir
Honestidad,principio moral religioso extendido,moral
Honestidad,anhelar persona relacionar,anhelo
Compasión,empatir,empatía
Compasión,comprender especial situación,comprensión
Compasión,piedad,piedad
Compasión,humanidad,humano
Compasión,misericordia,misericordia
Amenaza,alerta,alerta
Amenaza,aproximar peligro,peligro
Amenaza,atacar aspecto,ataque
Amenaza,advertir,advertencia
Amenaza,sentir atacar,ataque
Amenaza,precavido situación,precaución
Amenaza,pretender sienta miedo,miedo
Amenaza,situación tensión,tensión
Destreza,hábil,habilidades
Destreza,facilidad trabajo actividad,facilidad
Destreza,capacidad innato,capacidad
Destreza,rápido obtener mejor resultado,rápidez
Destreza,característica persona alto rendimeir,características
Destreza,mejorar práctica,práctica
Destreza,relacionado desempeño,desempeño
Destreza,ágil,agilidad/fuerza
Destreza,obtener rendimiento,rendimiento
Destreza,cosa profesional,profesional
Pensamiento,idea cuestionar yo cosa,idea
Pensamiento,relacionado mente,mente
Pensamiento,personal,personal
Pensamiento,,todos los diás
Pensamiento,reflexionar,reflexión
Pensamiento,conectar,uno mismo
Pensamiento,identificar,identidad
Pensamiento,opinión ideal,opinión
Seguridad,sentir él protegido,protección
Seguridad,libre riego,no riesgo
Seguridad,prevención peligro,prevención
Seguridad,antónimo altera,no alerta
Seguridad,zona confort,confort
Seguridad,otorgar candado puerta cerrado etc.,candados
Seguridad,confianza,confianza
Seguridad,preocupación,no preocupación
Agradecimiento,recibir favor,favor
Agradecimiento,mostrar gratitud,gratitud
Agradecimiento,mostrar afecto prestar atención,afecto
Agradecimiento,gracias,gratitud
Peligro,encontrar apuro,apuro
Peligro,expuesto consecuencia negativo,exposición
Peligro,alto probabilidad riesgo,riesgo
Peligro,alerta,alerta
Peligro,encontrar seguro,inseguridad
Peligro,alerta máximo,alerta
Esperanza,fe,fe
Esperanza,perder,lo último que se pierde
Esperanza,fe oportunidad,fe
Esperanza,nombre mujer,nombre
Esperanza,creer imposible arreglar,imposible
Plan,objetivo,objetividad
Plan,organizado,organización
Plan,proyectar futuro,futuro
Ansiedad,nervio,nerviosismo
Ansiedad,consecuencia constante estrés,estrés
Ansiedad,preocupación   futuro,preocupación
Ansiedad,tipo trastorno,trastorno
Ansiedad,derivar crisis,crisis
Acuerdo,pacto,pacto
Acuerdo,cumplir,deber
Acuerdo,concuerdar parte,dos o más partes
Acuerdo,consenza,consenso
Desesperación,sentimiento angustiante causado fracaso,angustia
Desesperación,sentimiento producido falta capacidad espera,incapacidad
Desesperación,funcionar mecanismo defensa caso particular,mecanismo de defensa
Culpa,sentimiento causado arrepentimiento,arrepentimiento
Culpa,responzable acción,responsabilidad
Agradecimiento,sentimiento satisfacción acción,sentimiento
Agradecimiento,capacidad gracia,gratitud
Agradecimiento,reconocimiento aspecto positivo,reconocimiento
Agradecimiento,recompensar,recompensa
Pensamiento,inconsciente,inconsciente
Pensamiento,procesamiento información,información
Pensamiento,capacidad análisis,análisis
Verdad,admitir,admitir
Verdad,real incuestionable,real
Definición,explicación concepto objeto,explicación
Definición,proponer caracteristica,características
Obsesión,interés exagerado incontrolable,interés
Obsesión,exceso,exceso
Ganancia,adquisición cosa positivo,adquisición
Ganancia,dinero recibido venta,dinero
Felicidad,sentimiento agradable,sentimiento
Felicidad,sentimiento provocado situación positivo,positivo
Felicidad,ánimo,ánimo
Felicidad,estilo vida,estilo de vida
Habilidad,capacidad,capacidad
Habilidad,destreza,destreza
Habilidad,caracteristica positivo,positivo
Habilidad,ámbito,bien
Decisión,elegir,elección
Decisión,cosa la(s otra(s,cosa
Decisión,camino,elección
Decisión,manifestar preferenico,preferencia
Decisión,tomar postura,postura
Decisión,privilegiar opción,privilegiar
Decisión,pensar aproximar consecuencia,pensamiento
Decisión,opción,opción
Decisión,respuesta,repuesta
Agradecimiento,brindar gracia,gratitud
Agradecimiento,manifestar él persona,bien
Agradecimiento,demostrar tomo,demostración
Agradecimiento,manifestación positivo,positivo
Agradecimiento,respuesta,respuesta
Agradecimiento,cordialidad,cordialidad
Agradecimiento,educación,educación
Agradecimiento,respuesta frente causa favorecer,respuesta
Obsesión,cargante,cargante
Obsesión,cuadrado,cuadrado
Obsesión,sesgarcir alternativa,sesgo
Obsesión,problema,problemas
Obsesión,reiterar alternativa,repetición
Obsesión,concretar objetivo,como sea
Obsesión,allá,no más alla
Definición,descripción,descripción
Definición,explicar,explicación
Definición,servir desconocido,conocimiento
Definición,rae,diccionario
Definición,,conocimiento
Definición,término palabra,término
Definición,busca significar,significado
Felicidad,alegrio,alegría
Felicidad,sensacion placer,placer
Felicidad,positivo,positivo
Felicidad,sentir cuerpo,cambio corporal
Felicidad,transmitir,transmición
Felicidad,irradiar,irradiación
Felicidad,opuesta tristeza,no tristeza
Felicidad,buscar vida,búsqueda
Felicidad,bienestar,bienestar
Felicidad,contento,alegría
Destreza,habilidad,habilidades
Destreza,facilidad,facilidad
Destreza,manejo elevebado,menejo
Destreza,trabajado,poder
Destreza,capacidad,capacidad
Destreza,dominio,dominio
Destreza,desplante,desplante
Destreza,llamar atención,atención
Habilidad,recurso trabajado,trabajo
Habilidad,destreza,destreza
Habilidad,dominio heredado,dominio
Habilidad,facilidad frente,facilidad
Habilidad,don,don
Habilidad,sobresalir,sobresaliente
Habilidad,enseñanza superior,enseñanza
Habilidad,manejar,manejo
Habilidad,personal independiente persona,personal
Amenaza,advertencia,advertencia
Amenaza,regaño,regaño
Amenaza,restringir,restringir
Amenaza,castigar,castigo
Amenaza,problema,problemas
Razón,proporción,proporción
Razón,sabiduer,sabiduría
Razón,,saber
Razón,equivalencia,equivalencia
Razón,matemática,matemáticas
Razón,creer,siempre
Razón,seguridad fremte,seguridad
Razón,certeza,certeza
Desesperación,angustia,angustia
Desesperación,estrés,estrés
Desesperación,escás recurso,escasez
Desesperación,limitación,limitación
Desesperación,obligado,obligación
Desesperación,crítico,critíco
Desesperación,vivir persona,estado
Desesperación,común semestre,fin semestre
Amenaza,ofensar,ofensa
Amenaza,ataque,ataque
Amenaza,representar riesgo,riesgo
Amenaza,peligroso,peligro
Amenaza,enfrentamiento,enfrentamiento
Amenaza,enemigo,enemigo
Amenaza,condicional,condicional 
Amenaza,jaque,jaque
Amenaza,intimidación,intimidación
Destreza,habilidad,habilidades
Destreza,conciencia,conciencia
Destreza,aprender,aprendizaje
Destreza,agilidad,agilidad/fuerza
Destreza,forma actividad,actividades
Destreza,arte,arte
Destreza,maniobra,maniobra
Destreza,otorgar facilidad,facilidad
Destreza,dotar,dote
Destreza,cualidad,cualidad
Pensamiento,reflexión,reflexión
Pensamiento,mental,mental
Pensamiento,compartir él,compartir
Pensamiento,personal,personal
Pensamiento,depender persona,individual
Pensamiento,meditación,meditación
Pensamiento,proceso interior,interno
Pensamiento,verbalizar,verbalizable
Pensamiento,abstracto,abstracción
Pensamiento,carácter subjetivo,subjetivo
Seguridad,confortabilidad,confort
Seguridad,riesgo,no riesgo
Seguridad,sensación,sensación
Seguridad,,a salvo
Seguridad,representar peligro,no peligro
Seguridad,gusto,a gusto
Agradecimiento,sensación,sensación
Agradecimiento,conforme,conformidad
Agradecimiento,ligado modal,cortesía
Peligro,adversidad,adversidad
Peligro,inseguridad,inseguridad
Peligro,situacion incomodo,incomodidad
Peligro,riesgo,riesgo
Peligro,salvedad,no a salvo
Esperanza,fe,fe
Esperanza,sentimiento,sentimiento
Plan,preparado,preparación
Plan,paso,pasos
Plan,guia,guía
Plan,modelo seguir,modelo
Plan,estructurar,estructura
Plan,involucrar espontaneidad acontecimiento,no espontaneo
Ansiedad,trastorno,trastorno
Ansiedad,intranquilidad,intranquilidad
Ansiedad,impaciencia,impaciencia
Ansiedad,producir estar presión,presión
Ansiedad,creer desorden cuerpo,desorden
Acuerdo,unanimidad,unánime
Acuerdo,conformidad,conformidad
Acuerdo,tratar,tratado
Acuerdo,justo,justo
Acuerdo,involucra responsabilidad,deber
Acuerdo,compromiso,compromiso
Peligro,situacion activar maximo alerta persona,alerta
Peligro,exposicion dañar,exposición
Peligro,generar angustia miedo persona,angustia
Peligro,riesgo,riesgo
Peligro,resultar seguridad,inseguridad
Peligro,amenaza bienestar,amenaza
Peligro,persona buscar,a salvo
Obsesión,idolatracion excesivo,idolatración
Obsesión,conducta riesgo,riesgo
Obsesión,persona sufrir llegar situación extremo,extremos
Obsesión,influir autoestima,no autoestima
Obsesión,confundir recurrentemente enamoramiento,confución amor
Obsesión,conducta asociado psicopatia,psicopatía
Culpa,sentimiento negativo,negativo
Culpa,resultar acto provocado persona,mal
Culpa,persona sentir partir arrepentimiento,arrepentimiento
Culpa,causa angustia,angustia
Culpa,solucion reconocer cometer error,reconocimiento
Culpa,sentir persona cosa mala,mal
Culpa,paso sanacion malo sensacion,sanación
Plan,proyecto,proyecto
Plan,determinacion futuro,futuro
Plan,camino seguir,camino
Plan,coordinacion idea,coordinación
Plan,organización,organización
Plan,meta,meta
Plan,idea,idea
Plan,solución problema,solución
Definición,datar caracteristica concepto,características
Definición,explicar,explicación
Definición,ayuda persona entender cosa,ayuda
Definición,preponderante estudio alumno,estudiar
Definición,gracias orden mental cosa,orden
Definición,proporcionar sabidurio,sabiduría
Amenaza,poner persona riesgo,riesgo
Amenaza,relacionar chantaje,chantaje
Amenaza,generar angustia recibir,angustia
Amenaza,forma manipular persona,manipulación
Amenaza,conducta extremo,extremos
Amenaza,peligro,peligro
Amenaza,inseguridad persona,inseguridad
Compasión,sentimiento empatia,empatía
Compasión,sentimiento servir ayudar resto,ayuda
Compasión,entender situacion,entendimiento
Compasión,ver programa solidario,solidaridad
Ganancia,ingreso,ingreso
Ganancia,sumar capital,suma
Ganancia,persona recibir sueldo,sueldo
Ganancia,distinto tipo plano material emocional,distintos
Ganancia,positivo,positivo
Éxito,sensacion enriquecedoro,sensación
Éxito,suceder logro,logro
Éxito,persona proyecto positivo,positivo
Éxito,realizacion,realización
Éxito,generar tranquilidad persona,tranquilidad
Éxito,motivo orgullo,orgullo
Éxito,persona buscar,humano
Éxito,,poder
Verdad,sinceridad,sinceridad
Verdad,objetivo,objetividad
Verdad,honestidad,honestidad
Verdad,persona positivo,positivo
Verdad,soler evitar problema,no problemas
Verdad,fuerte metar problema,fuerza
Verdad,conducta considerado honrado,honradez
Felicidad,emoción positivo,emoción
Felicidad,alegría,alegría
Felicidad,regocijo,regocijo
Felicidad,,bien
Felicidad,provocar sonrisa,sonrisa
Éxito,lograr,logro
Éxito,cumplir meta,cumplimiento
Éxito,rendir,bien
Ansiedad,nerviosismo,nerviosismo
Ansiedad,emoción,emoción
Amenaza,peligroso,peligro
Amenaza,dañino,daño
Amenaza,probabilidad pasar malo,mal
Destreza,habilidad,habilidades
Destreza,desempeño,desempeño
Acuerdo,tratar,tratado
Acuerdo,establecer entidad,dos o más partes
Desesperación,emoción negativo,negativo
Desesperación,angustiar,angustia
Obligación,deber,hacer
Obligación,especie compromiso,compromiso
Obligación,responsable,responsabilidad
Obligación,someter,sometimiento
Ganancia,recompensar,recompensa
Ganancia,obtener esfuerzo,esfuerzo
Obsesión,dejar pensar querer  ,no dejar
Obsesión,adicción,adicción
Ganancia,beneficio,beneficios
Ganancia,ingreso mayor gasto,ingreso
Ganancia,negocio obtener,negocios
Ganancia,,mayor
Ganancia,necesario sobrevivir,necesario
Ganancia,beneficio sobrepasar perjiuicio,beneficios
Ganancia,concepto término monetario,dinero
Ganancia,referir él ámbito aprendizaje,aprendizaje
Ganancia,contrario perdido,no perdida
Agradecimiento,forma recompensar favor,recompensa
Agradecimiento,sentimiento alguien,sentimiento
Agradecimiento,favor sentir,favor
Agradecimiento,sentir padre,padres
Agradecimiento,contrario resentimiento,cariño
Amenaza,peligro provocar alguien,peligro
Amenaza,miedo alguien,miedo
Amenaza,alguien potencial causar yo algun perjuicio,perjuicio
Amenaza,invasión alienigén potencial,alien
Amenaza,secuestro matar rehen,secuestro
Amenaza,utilizar obtener costa peligrar importante,peligro
Obligación,deber cumplir gustar,deber
Obligación,pequeño colegio,colegio
Obligación,contrario prohibicion,no prohibicion
Habilidad,poseer capacidad poseer,capacidad
Habilidad,futbolista poseer resto jugar futbol,deporte
Habilidad,desarrollar él práctica,desarrollo
Habilidad,normalmente obtener despú esfuerzo,esfuerzo
Habilidad,contrario discapacidad,no discapacidad
Éxito,objetivo vida,isp
Éxito,lograr completar algun desafío,completar
Éxito,contrario fracaso,no fracaso
Éxito,normalmente obtener esfuerzo,esfuerzo
Culpa,sentimiento negativo,negativo
Culpa,sentir sentir acción,mal
Culpa,sentir despú cometer error tonto,error
Culpa,sentir mea,mal
Definición,explicación concepto,explicación
Definición,diccionario poseer,diccionario
Definición,significado palabra,significado
Pensamiento,mente,mente
Pensamiento,acertar,acertividad
Pensamiento,capacidad persona razonar,razonamiento
Pensamiento,,todo el día
Desesperación,sentimiento negativo,negativo
Desesperación,sentir pensar solución,no solución
Desesperación,contrario esperanza,desesperanza
Desesperación,cuanddo necesitar urgentemente poder,urgencia
Desesperación,tratar evitar sentimiento buscar solución,evitación
Amenaza,generar miedo,miedo
Amenaza,dificultad enfrentar,dificultad
Amenaza,barrera cumplir objetivo,barrera
Amenaza,amenaza real,no real
Destreza,habilido,habilidades
Destreza,capacidad relizar,capacidad
Destreza,adquirar inata,innato
Destreza,determinar futuro persona,futuro
Destreza,avez envidiar,envidia
Destreza,avez desperdiciar,desperdicio
Pensamiento,reflexion,reflexión
Pensamiento,filosofia,filosofía
Pensamiento,malo,bien/mal
Pensamiento,principal herramienta humano,herramienta
Pensamiento,metodo analisis,análisis
Seguridad,zona confort,confort
Seguridad,tranquilidad,tranquilidad
Seguridad,estabilidad,estabilidad
Seguridad,poder pagar,pago
Seguridad,seguridad generar esperanza,esperanza
Seguridad,medir,medición
Seguridad,,bien
Seguridad,derecho,derechos
Seguridad,respetar,respeto
Agradecimiento,oportunidad,oportunidad
Agradecimiento,necesario,necesario
Agradecimiento,agradecer aprender,aprendizaje
Agradecimiento,habilidad,habilidades
Agradecimiento,enseñar,enseñanza
Peligro,inseguridad,inseguridad
Peligro,limite,límite
Peligro,amenazar,amenaza
Peligro,debre enfrentar atencion,atención
Peligro,producir adrenalina,adrenalina
Peligro,adictivo,adicción
Esperanza,fe,fe
Esperanza,terner fundamento racional,racional
Esperanza,esperar preparado,esperar
Esperanza,objetivo subjetivo,objetivo/subjetivo
Esperanza,objetivamar termino matematico valor exacto,matemáticas
Esperanza,subjetivamente multipl aplicación,multiple
Plan,proyecto,proyecto
Plan,buscar minimizar peligro amenaza,búsqueda
Plan,buscar asegurar resultado esperado,búsqueda
Plan,organizar destresa habilidad,organización 
Plan,lograr trav penamiento,pensamiento
Plan,ordenar tarea,tareas
Ansiedad,impaciencia,impaciencia
Ansiedad,regular,deber regular
Ansiedad,favor padecer,a favor
Ansiedad,generalmente jugar,en contra
Ansiedad,silencioso,mal
Acuerdo,tratar,trato
Acuerdo,informal formal,formal/informal
Acuerdo,formal legalizar,legal
Acuerdo,respeto informal determinar persona,respeto
Acuerdo,llevar cabo,diario 
Acuerdo,formal consecuencia,formal/informal
Acuerdo,interno persona externo,interno/externo
Honestidad,sincero,sinceridad
Honestidad,lealtad,leal
Honestidad,transparencia,transparencia
Honestidad,respeto,respeto
Agradecimiento,gratitud,gratitud
Agradecimiento,felicidad,felicidad
Agradecimiento,tranquilidad,tranquilidad
Razón,lógico,lógica
Razón,poseer humano,humano
Razón,resolución problema,solución
Razón,contrario instinto,no instinto
Razón,pensamiento racional,pensamiento
Desesperación,agobio,agobio
Desesperación,impotencia,impotencia
Desesperación,encerrado,encierro
Desesperación,salida,no salida
Desesperación,angustiar,angustia
Desesperación,solución aparente,no solución
Verdad,seguridad,seguridad
Verdad,estamento,estamento
Verdad,verídico,veracidad
Verdad,afirmación,afirmación
Verdad,cuestionar,cuastionamiento
Ganancia,aumento,aumento
Ganancia,sumar,suma
Ganancia,cantidad,mayor cantidad
Compasión,lamento,lamento
Compasión,empatir,empatía
Compasión,comprensión suceso malo,comprensión
Compasión,tristeza,tristeza
Peligro,amenazar,amenaza
Peligro,miedo,miedo
Peligro,situación inestable,inestabilidad
Peligro,riesgo,riesgo
Peligro,desequilibrio entorno,desequilibrio
Ansiedad,incapacidad espera suceso,incapacidad
Ansiedad,nerviosismo,nerviosismo
Ansiedad,anhelo adelantar tiempo,anhelo
Ansiedad,impaciente,impaciencia
Sugerencia,opinión,opinión
Sugerencia,crítica constructivo,crítica
Sugerencia,aporte positivo,positivo
Sugerencia,idea,idea
Amenaza,riesgo,riesgo
Amenaza,exposición peligro,peligro
Amenaza,deber cuidar yo,cuidado
Amenaza,precaución,precaución
Destreza,habilidad,habilidades
Destreza,,bien
Pensamiento,idea,idea
Pensamiento,concepto,concepto
Seguridad,protección,protección
Seguridad,,a salvo
Seguridad,brindar tranquilidad,tranquilidad
Agradecimiento,gracias,gratitud
Agradecimiento,satisfecho,satisfacción
Agradecimiento,alguien,otro/alguien
