ID;Concepto;respuesta;Code
66a1b8558cf45402c2231f1d;government;A body that maintains the law;law enforcement
66a1b8558cf45402c2231f1d;government;Legislative;legislative
66a1b8558cf45402c2231f1d;government;Judicial;judiciary
66a1b8558cf45402c2231f1d;government;Executive;executive
66a1b8558cf45402c2231f1d;government;Implements the collection of Taxes;taxation
66a1b8558cf45402c2231f1d;government;Implements conducting the execution of projects for the welfare of the public;public welfare
66be73fb77e4690f2ba1e7ee;government;System, president, state, local;government system
66be73fb77e4690f2ba1e7ee;government;Of the people, democracy, communism, Marxist, russia;government forms
66be73fb77e4690f2ba1e7ee;government;Three branches, executive, legislative, judicial;separation of powers
66be73fb77e4690f2ba1e7ee;government;Vote, majority rule, citizens;democracy
66be73fb77e4690f2ba1e7ee;government;Laws, bills, representatives, congress;legislation
66be73fb77e4690f2ba1e7ee;government;Supreme court, attorney general, House, senate;judiciary
66cb3c445f437327d8953c0b;government;ruling;ruling
66cb3c445f437327d8953c0b;government;multiple parties;multiparty system
66cb3c445f437327d8953c0b;government;freedom;freedom
66cb3c445f437327d8953c0b;government;parliament;parliament
66cb3c445f437327d8953c0b;government;government;parliament
66cb3c445f437327d8953c0b;government;peoples opinions;public opinion
66cb97897f96f55dc61a0213;government;represent The people;representation
66cb97897f96f55dc61a0213;government;law makers;lawmakers
66cb97897f96f55dc61a0213;government;adheres to separation of powers;separation of powers
66cb97897f96f55dc61a0213;government;Ensures accountability;accountability
66cb97897f96f55dc61a0213;government;Rulers of the country;leadership
66cb97897f96f55dc61a0213;government;Policy makers;policymakers
66cc941dd539def77aa507cd;government;for the people;public interest
66cc941dd539def77aa507cd;government;just;justice
66cc941dd539def77aa507cd;government;strong;strong
66cc941dd539def77aa507cd;government;trustworthy;trustworthy
66cc941dd539def77aa507cd;government;helpful;helpful
66cc941dd539def77aa507cd;government;listens;listening
5b2812458ecf3f000161aca7;justice;sometimes more present in some democracies than others;variation
5b2812458ecf3f000161aca7;justice;more justice in (most) democracies than in a theocracy;democracy
5b2812458ecf3f000161aca7;justice;sometimes there is none.;absence
5b2812458ecf3f000161aca7;justice;fair in some democracies, in others powerful rich criminals get to walk scott free while pot offenders rot in for-profit prisons.  and then maybe the rich offenders run for president.;injustice
5b2812458ecf3f000161aca7;justice;maybe just not possible in a democracy with a supreme court that has lifetime appointments and no accountability.;limited
5b2812458ecf3f000161aca7;justice;certainly a spectrum.;variation
5b44d567eb64c200015baca0;justice;justice is determined by the law;law
5b44d567eb64c200015baca0;justice;justice changes depending on the context of the democracy.;contextual
5b44d567eb64c200015baca0;justice;has levels;variation
5b44d567eb64c200015baca0;justice;a limited few decide justice- whether it's a jury or law makers;few make decisions
5b44d567eb64c200015baca0;justice;different priorities affects what justice looks life;priorities
5b44d567eb64c200015baca0;justice;some democracies are more forgiving than others;variation
5c952f252e2e320019b1aa7b;justice;Fairness;fairness
5c952f252e2e320019b1aa7b;justice;Rule of Law;rule of law
5c952f252e2e320019b1aa7b;justice;Accountability;accountability
5c952f252e2e320019b1aa7b;justice;Impartiality;impartiality
5c952f252e2e320019b1aa7b;justice;Equal Rights;equality
5c952f252e2e320019b1aa7b;justice;Due Process;due process
6044dfc230e44b5793804ba6;justice;an ideal;ideal
6044dfc230e44b5793804ba6;justice;fairness;fairness
6044dfc230e44b5793804ba6;justice;an ideal;ideal
6044dfc230e44b5793804ba6;justice;a doctrine of fairness;fairness
6044dfc230e44b5793804ba6;justice;something to strive for;aspiration
6044dfc230e44b5793804ba6;justice;a foundational concept;foundation
60f764081e56258bdc779cc4;justice;Blind;impartiality
60f764081e56258bdc779cc4;justice;Better as technology increases;progress
60f764081e56258bdc779cc4;justice;Final say;authority
60f764081e56258bdc779cc4;justice;Bi-partisan;neutrality
60f764081e56258bdc779cc4;justice;Not concerned with the politics, just the laws;neutrality
60f764081e56258bdc779cc4;justice;Balance;balanced
611e99910d64a6ea6d18b0a6;justice;upholding the laws;law
611e99910d64a6ea6d18b0a6;justice;fairness;fairness
611e99910d64a6ea6d18b0a6;justice;standing up for oneself;self-defense
611e99910d64a6ea6d18b0a6;justice;attonement;atonement
611e99910d64a6ea6d18b0a6;justice;order;order
611e99910d64a6ea6d18b0a6;justice;paying the price for unlawfulness;consequences
62c63c653a49b220cb390bdb;justice;should be for all;equality
62c63c653a49b220cb390bdb;justice;judges;judiciary
62c63c653a49b220cb390bdb;justice;courts;courts
62c63c653a49b220cb390bdb;justice;laws implemented;law
62c63c653a49b220cb390bdb;justice;fair case;fairness
62c63c653a49b220cb390bdb;justice;fairly judged;fairness
632e2c66680515d1715945a7;justice;Justice is blind;impartiality
632e2c66680515d1715945a7;justice;must be fair;fairness
632e2c66680515d1715945a7;justice;has equal chance;equality
632e2c66680515d1715945a7;justice;jury of piers;jury
632e2c66680515d1715945a7;justice;justice for all;equality
632e2c66680515d1715945a7;justice;not one sided;impartiality
63614f71fa75fcbcee84f2ac;justice;today's justice is flawed;criticism
63614f71fa75fcbcee84f2ac;justice;criminals are free and innocent are fined.;injustice
63614f71fa75fcbcee84f2ac;justice;there is not justice today;absence
63614f71fa75fcbcee84f2ac;justice;the justice will come when people right the wrongs of the last 4 years;metacommentary
63614f71fa75fcbcee84f2ac;justice;justice needs to come faster;urgency
63614f71fa75fcbcee84f2ac;justice;there is no sense of justice right now;absence
656083eb366411e4a862f58c;justice;not always given;absence
656083eb366411e4a862f58c;justice;sometimes unfair;injustice
656083eb366411e4a862f58c;justice;different meanings to different groups;subjectivity
656083eb366411e4a862f58c;justice;should be a goal;aspiration
656083eb366411e4a862f58c;justice;hard to achieve;hard to achieve
656083eb366411e4a862f58c;justice;more is needed;necessity
660995c628f9390d8b2ba235;justice;Fair;fairness
660995c628f9390d8b2ba235;justice;Consequences;consequence
660995c628f9390d8b2ba235;justice;Punished;penalty
660995c628f9390d8b2ba235;justice;Legal;law
660995c628f9390d8b2ba235;justice;Great;ideal
660995c628f9390d8b2ba235;justice;American;America
660c0b7feec9d15f01e4fec4;justice;truth;truth
660c0b7feec9d15f01e4fec4;justice;honesty;honesty
660c0b7feec9d15f01e4fec4;justice;law;law
660c0b7feec9d15f01e4fec4;justice;rules;rules
660c0b7feec9d15f01e4fec4;justice;court;courts
660c0b7feec9d15f01e4fec4;justice;fair;fairness
664d1b368228bb6de28e1808;justice;giving someone what they deserve;justice
664d1b368228bb6de28e1808;justice;someone on the supreme court;judiciary
664d1b368228bb6de28e1808;justice;doing what is right for the people regarding a crime;morality
664d1b368228bb6de28e1808;justice;should be fair;fairness
664d1b368228bb6de28e1808;justice;morally correct;morality
664d1b368228bb6de28e1808;justice;fairness for protecting our rights;fairness
6670c1f3b2f38a44e95e40e9;justice;can be subjective;subjectivity
6670c1f3b2f38a44e95e40e9;justice;must be outlined by rules set in place;structure
6670c1f3b2f38a44e95e40e9;justice;based on a system of government in place;structure
6670c1f3b2f38a44e95e40e9;justice;may not always be democratic;variation
6670c1f3b2f38a44e95e40e9;justice;can be evaded;evasion
6670c1f3b2f38a44e95e40e9;justice;can be hard to determine;hard to define
6672e829cad8cb996c7fb2f5;justice;Court;courts
6672e829cad8cb996c7fb2f5;justice;Supreme Court Justice;judiciary
6672e829cad8cb996c7fb2f5;justice;President decides;authority
6672e829cad8cb996c7fb2f5;justice;Party specific;partisanship
6672e829cad8cb996c7fb2f5;justice;Should be trustworthy often is not;criticism
6672e829cad8cb996c7fb2f5;justice;Unjust;injustice
6682815cb709d276088344b9;justice;Love;positive emotion
6682815cb709d276088344b9;justice;Peace;positive emotion
6682815cb709d276088344b9;justice;Unity;unity
6682815cb709d276088344b9;justice;Love;positive emotion
6682815cb709d276088344b9;justice;Happiness;positive emotion
6682815cb709d276088344b9;justice;Togetherness;togetherness
66844cc133a4d360bca29862;justice;Equal treatment;equality
66844cc133a4d360bca29862;justice;Fair Legal process;due process
66844cc133a4d360bca29862;justice;Due Process;due process
66844cc133a4d360bca29862;justice;Rule of Law;rule of law
66844cc133a4d360bca29862;justice;Protection of rights;rights
66844cc133a4d360bca29862;justice;Accountability;accountability
6690658efa35318b0683ce00;justice;best for everyone;equity
6690658efa35318b0683ce00;justice;not necessarily the most popular idea;controversy
6690658efa35318b0683ce00;justice;justice should apply to everyone equally;equality
6690658efa35318b0683ce00;justice;based on laws;law
6690658efa35318b0683ce00;justice;the Supreme Court;judiciary
6690658efa35318b0683ce00;justice;not political;neutrality
66b8a7b81de82a46557b0943;justice;Its base on Rule of Law;rule of law
66b8a7b81de82a46557b0943;justice;Equal protection;equality
66b8a7b81de82a46557b0943;justice;Impartial Judiciary;impartiality
66b8a7b81de82a46557b0943;justice;Access to justice;access
66b8a7b81de82a46557b0943;justice;Accountability;accountability
66b8a7b81de82a46557b0943;justice;Transparent;transparency
66cb78f04ed4a1b1d34f276d;justice;equal justices;equality
66cb78f04ed4a1b1d34f276d;justice;freedom;freedom
66cb78f04ed4a1b1d34f276d;justice;respect for human rights;rights
66cb78f04ed4a1b1d34f276d;justice;having womens rights;rights
66cb78f04ed4a1b1d34f276d;justice;corrupt justice system;corruption
66cb78f04ed4a1b1d34f276d;justice;social inequalities among the people;injustice
66cc8c5018e31d14f4cc6cf9;justice;rule of law;rule of law
66cc8c5018e31d14f4cc6cf9;justice;accountability;accountability
66cc8c5018e31d14f4cc6cf9;justice;protection of human rights;rights
66cc8c5018e31d14f4cc6cf9;justice;impartial judiciary;impartiality
66cc8c5018e31d14f4cc6cf9;justice;access to counsel;access
66cc8c5018e31d14f4cc6cf9;justice;fair and equal treatment under the law;equality
560379c9e372c00011bd4a90;law;ensuring that legal decisions are made based on the law;rule of law
560379c9e372c00011bd4a90;law;Public Participation;participation
560379c9e372c00011bd4a90;law;Separation of Powers;separation of powers
560379c9e372c00011bd4a90;law;Protection of rights and freedoms;rights
560379c9e372c00011bd4a90;law;applies equally to all individuals;equality
560379c9e372c00011bd4a90;law;ensuring no one is above the law;rule of law
5b44d567eb64c200015baca0;law;laws are guided by societal opinions;societal influence
5b44d567eb64c200015baca0;law;they may change over time;changeable
5b44d567eb64c200015baca0;law;they can divide people;divisive
5b44d567eb64c200015baca0;law;they have the power to drastically change lives;impactful
5b44d567eb64c200015baca0;law;they show societal beliefs over time;societal reflection
5b44d567eb64c200015baca0;law;changes in law can easily show the end of democracy;straying
5c3a865019ceb400010c914a;law;right;rights
5c3a865019ceb400010c914a;law;fair;fairness
5c3a865019ceb400010c914a;law;balanced;balanced
5c3a865019ceb400010c914a;law;rules;rules
5c3a865019ceb400010c914a;law;sue;legal action
5c3a865019ceb400010c914a;law;lawyer;legal representation
5ddcd77f23f9f1c2c45d6c18;law;should be applied fairly;fairness
5ddcd77f23f9f1c2c45d6c18;law;written to provide guardrails for a country;structure
5ddcd77f23f9f1c2c45d6c18;law;what prevents anarchy;order
5ddcd77f23f9f1c2c45d6c18;law;formed by consensus and compromise;consensus
5ddcd77f23f9f1c2c45d6c18;law;means nothing if not enforced;enforcement
5ddcd77f23f9f1c2c45d6c18;law;a guide for how things operate;structure
6044dfc230e44b5793804ba6;law;ways by which we live;structure
6044dfc230e44b5793804ba6;law;keeping order;order
6044dfc230e44b5793804ba6;law;guiding policy;policy guidance
6044dfc230e44b5793804ba6;law;organizing a society;structure
6044dfc230e44b5793804ba6;law;telling people what to do;authority
6044dfc230e44b5793804ba6;law;creating structure;structure
60f764081e56258bdc779cc4;law;Necessary;necessity
60f764081e56258bdc779cc4;law;Ethical;ethical
60f764081e56258bdc779cc4;law;Peace;peace
60f764081e56258bdc779cc4;law;Harsh if necessary;strictness
60f764081e56258bdc779cc4;law;Must be abided by;enforcement
60f764081e56258bdc779cc4;law;Pertains to everyone;equality
62aa325191aac4ab446f13e6;law;strict;strictness
62aa325191aac4ab446f13e6;law;unchanging;unchangeable
62aa325191aac4ab446f13e6;law;scary for certain groups of people;fear
62aa325191aac4ab446f13e6;law;not enforce equally on all;injustice
62aa325191aac4ab446f13e6;law;big need for it;necessity
62aa325191aac4ab446f13e6;law;essential in running a country;necessity
632e2c66680515d1715945a7;law;must uphold consitution;constitutional
632e2c66680515d1715945a7;law;can be corrupted;corruption
632e2c66680515d1715945a7;law;must be upheld;rule of law
632e2c66680515d1715945a7;law;fair chance to everyone;equality
632e2c66680515d1715945a7;law;human rights;rights
632e2c66680515d1715945a7;law;due process;due process
63e5257dc5aceb22cee2ddf1;law;fair;fairness
63e5257dc5aceb22cee2ddf1;law;considerate of all citizens;inclusivity
63e5257dc5aceb22cee2ddf1;law;to be enforced without discrimination;equality
63e5257dc5aceb22cee2ddf1;law;equality;equality
63e5257dc5aceb22cee2ddf1;law;effective;effectiveness
63e5257dc5aceb22cee2ddf1;law;practical;practicality
65ce5d8d0219b79ced7729cd;law;constitution;constitution
65ce5d8d0219b79ced7729cd;law;amendments;constitution
65ce5d8d0219b79ced7729cd;law;court;courts
65ce5d8d0219b79ced7729cd;law;justice system;justice system
65ce5d8d0219b79ced7729cd;law;rules for the country;rules
65ce5d8d0219b79ced7729cd;law;can be fair;fairness
65e36bdfc024b2bf0a9b706e;law;meant to preserve order;order
65e36bdfc024b2bf0a9b706e;law;meant to protect the innocent;protection
65e36bdfc024b2bf0a9b706e;law;meant to punish or jail the guilty;penalty
65e36bdfc024b2bf0a9b706e;law;fallible;fallibility
65e36bdfc024b2bf0a9b706e;law;changeable based on society;changeable
65e36bdfc024b2bf0a9b706e;law;generally needs citizenry to agree;consensus
660995c628f9390d8b2ba235;law;Fair;fairness
660995c628f9390d8b2ba235;law;Just;justice
660995c628f9390d8b2ba235;law;High standards;standards
660995c628f9390d8b2ba235;law;Innocent until proven guilty;presumption of innocence
660995c628f9390d8b2ba235;law;Reasonable doubt;reasonable doubt
660995c628f9390d8b2ba235;law;Equal;equality
663a6faaa98b09578f6ba791;law;supports the people;protection
663a6faaa98b09578f6ba791;law;protects the people;protection
663a6faaa98b09578f6ba791;law;is upheld by the judicial system;judiciary
663a6faaa98b09578f6ba791;law;can be unjust;injustice
663a6faaa98b09578f6ba791;law;can be changes by the people;changeable
663a6faaa98b09578f6ba791;law;can be improved upon;improvable
665fc8123159edac3b65bd62;law;police;police
665fc8123159edac3b65bd62;law;speed;speed
665fc8123159edac3b65bd62;law;justice;justice
665fc8123159edac3b65bd62;law;rules;rules
665fc8123159edac3b65bd62;law;for the people;inclusivity
665fc8123159edac3b65bd62;law;equality;equality
665fdbc8f864a0981f7704c4;law;legal equality;equality
665fdbc8f864a0981f7704c4;law;rules;rules
665fdbc8f864a0981f7704c4;law;political freedom;freedom
665fdbc8f864a0981f7704c4;law;foundational characteristics;foundation
665fdbc8f864a0981f7704c4;law;well function;effectiveness
665fdbc8f864a0981f7704c4;law;democracy;democracy
66afdf5757a1da7fe13a8dbe;law;Law bides people;law
66afdf5757a1da7fe13a8dbe;law;Provide togetherness;togetherness
66afdf5757a1da7fe13a8dbe;law;Provides unity;unity
66afdf5757a1da7fe13a8dbe;law;Embrace a country;nationalism
66afdf5757a1da7fe13a8dbe;law;Help solve conflict;conflict resolution
66afdf5757a1da7fe13a8dbe;law;Provide oneness;unity
66bce9c6697172946d3ec031;law;foundation of democracy;foundation
66bce9c6697172946d3ec031;law;Keeps chaos at bay;order
66bce9c6697172946d3ec031;law;necessary evil;necessity
66bce9c6697172946d3ec031;law;police;police
66bce9c6697172946d3ec031;law;courts;courts
66bce9c6697172946d3ec031;law;keeping us from anarchy;order
66bd6df5c20bfcfccf9219da;law;unjust;injustice
66bd6df5c20bfcfccf9219da;law;lie;deception
66bd6df5c20bfcfccf9219da;law;use it to their favor;exploitation
66bd6df5c20bfcfccf9219da;law;hide;deception
66bd6df5c20bfcfccf9219da;law;deceptive practices;deception
66bd6df5c20bfcfccf9219da;law;no law;lawlessness
66c1ff89945b7ffe7bc8bdfd;law;promises;promises
66c1ff89945b7ffe7bc8bdfd;law;understanding;understanding
66c1ff89945b7ffe7bc8bdfd;law;sympathetic;sympathy
66c1ff89945b7ffe7bc8bdfd;law;decisive;decisiveness
66c1ff89945b7ffe7bc8bdfd;law;listening;understanding
66c1ff89945b7ffe7bc8bdfd;law;creative;creativity
66c4b8e02c143fb187f32b91;law;designed to oppress the lower class;oppression
66c4b8e02c143fb187f32b91;law;necessary in some respects but way over used;overused
66c4b8e02c143fb187f32b91;law;will be the tool used to end democracy in america;democracy threat
66c4b8e02c143fb187f32b91;law;ACAB;metacommentary
66c4b8e02c143fb187f32b91;law;over enforced by violent agitators (police);police brutality
66c4b8e02c143fb187f32b91;law;a charade of order and pageantry for the judge to feel special about themselves;charade
66c8d703a9dde9cf7ab92edf;law;Legal equality;equality
66c8d703a9dde9cf7ab92edf;law;political freedom;freedom
66c8d703a9dde9cf7ab92edf;law;general legislation;legislation
66c8d703a9dde9cf7ab92edf;law;Government Powers;government
66c8d703a9dde9cf7ab92edf;law;Criminal Justice;criminal justice
66c8d703a9dde9cf7ab92edf;law;Civil Justice;civil justice
560379c9e372c00011bd4a90;people;People hold their leaders accountable;accountability
560379c9e372c00011bd4a90;people;People have equal rights under the law;equality
560379c9e372c00011bd4a90;people;People have the right to vote;voting rights
560379c9e372c00011bd4a90;people;People can express their opinions freely;free speech
560379c9e372c00011bd4a90;people;People participate in decision making processes;participation
560379c9e372c00011bd4a90;people;People enjoy protection of their civil liberties;civil rights
5b2812458ecf3f000161aca7;people;easily manipulated;manipulable
5b2812458ecf3f000161aca7;people;hysterical;hysteria
5b2812458ecf3f000161aca7;people;happy to elect a fascist;misinformation
5b2812458ecf3f000161aca7;people;stupid;ignorance
5b2812458ecf3f000161aca7;people;brainwashed;brainwashed
5b2812458ecf3f000161aca7;people;still sometimes hopeful;positive emotion
5cb489ff0cd1ed0017465d19;people;untrustworthy;deception
5cb489ff0cd1ed0017465d19;people;annoying;annoying
5cb489ff0cd1ed0017465d19;people;unconsiderate;selfishness
5cb489ff0cd1ed0017465d19;people;people are usually different in apperence then one another;diversity
5cb489ff0cd1ed0017465d19;people;self-centered;selfishness
5cb489ff0cd1ed0017465d19;people;cold;indifferent
5dd405ab80123f3eaae9af80;people;People choose to have a democracy.;democratic choice
5dd405ab80123f3eaae9af80;people;People are the base of our democracy.;democratic foundation
5dd405ab80123f3eaae9af80;people;People's voices should be heard and counted in a democracy.;representation
5dd405ab80123f3eaae9af80;people;People select representatives to do their will in a democracy.;representative democracy
5dd405ab80123f3eaae9af80;people;A democracy is fundamentally the will of the people who live in it.;will of the people
5dd405ab80123f3eaae9af80;people;People should have the power in a democracy.;power to the people
6044dfc230e44b5793804ba6;people;people vote in a democracy;voting
6044dfc230e44b5793804ba6;people;people shape policy;policy influence
6044dfc230e44b5793804ba6;people;people register to vote;voter registration
6044dfc230e44b5793804ba6;people;people elect leaders;elections
6044dfc230e44b5793804ba6;people;people are voters;voters
6044dfc230e44b5793804ba6;people;people influence policy;policy influence
656083eb366411e4a862f58c;people;People don't always exercise their right to vote;voter apathy
656083eb366411e4a862f58c;people;People try to prevent others from voting;voter suppression
656083eb366411e4a862f58c;people;needs of the people should drive democratic decisions;public needs
656083eb366411e4a862f58c;people;People are necessary for a democracy;democratic foundation
656083eb366411e4a862f58c;people;People believe democracy is being threatened;democracy threat
656083eb366411e4a862f58c;people;People defend democracy incorrectly;misinformation
65bdfc6f682b5c9af4b633b1;people;Citizens have the right and responsibility to vote in elections;civic duty
65bdfc6f682b5c9af4b633b1;people;Ultimate power and authority rest with the people;sovereignty
65bdfc6f682b5c9af4b633b1;people;Their views and opinions influence government decisions and policies;public opinion
65bdfc6f682b5c9af4b633b1;people;Engage in civic activities, such as voting, protesting, or volunteering;civic engagement
65bdfc6f682b5c9af4b633b1;people;Enjoy protected civil liberties, such as freedom of speech and assembly;civil liberties
65bdfc6f682b5c9af4b633b1;people;Represent a wide range of backgrounds, beliefs, and interests within society;diversity
65e36bdfc024b2bf0a9b706e;people;civic duty to vote;civic duty
65e36bdfc024b2bf0a9b706e;people;civic duty to be informed;civic literacy
65e36bdfc024b2bf0a9b706e;people;use their vote to promote social issues they care about;social issues
65e36bdfc024b2bf0a9b706e;people;often uninformed;uninformed
65e36bdfc024b2bf0a9b706e;people;often more concerned with immediate problems than government;short-term focus
65e36bdfc024b2bf0a9b706e;people;often feel oppressed by any government;oppression
660995c628f9390d8b2ba235;people;Equal;equality
660995c628f9390d8b2ba235;people;Honest;honesty
660995c628f9390d8b2ba235;people;Fair;fairness
660995c628f9390d8b2ba235;people;Just;justice
660995c628f9390d8b2ba235;people;Hard working;diligence
660995c628f9390d8b2ba235;people;Honest;honesty
660c0b7feec9d15f01e4fec4;people;equality;equality
660c0b7feec9d15f01e4fec4;people;differences;diversity
660c0b7feec9d15f01e4fec4;people;argument;debate
660c0b7feec9d15f01e4fec4;people;laws and rules;rule of law
660c0b7feec9d15f01e4fec4;people;justice;justice
660c0b7feec9d15f01e4fec4;people;vocal;expression
66294cab168fcf0983e95f42;people;people run for offices;candidates
66294cab168fcf0983e95f42;people;people cast their votes;voting
66294cab168fcf0983e95f42;people;people should always root for the best outcome of elections even if their candidate doesn't win;electoral fairness
66294cab168fcf0983e95f42;people;people who vote should be citizens of the country;citizenship
66294cab168fcf0983e95f42;people;people cheat;corruption
66294cab168fcf0983e95f42;people;people who run for office often desire power;power-seeking
663bb0d5572a24c8014255e0;people;they can voice their opinions;expression
663bb0d5572a24c8014255e0;people;they have rights;rights
663bb0d5572a24c8014255e0;people;they have equal rights;equality
663bb0d5572a24c8014255e0;people;they contribute to their community;community involvement
663bb0d5572a24c8014255e0;people;they have the right to protest;protest rights
663bb0d5572a24c8014255e0;people;they can participate in debates;debate
663f1b06f604d9297d8d9d17;people;Vote and voice;voting
663f1b06f604d9297d8d9d17;people;Power and direct elections;sovereignty
663f1b06f604d9297d8d9d17;people;ability to overthrow when necessary;rebellion
663f1b06f604d9297d8d9d17;people;many choose not to participate;voter apathy
663f1b06f604d9297d8d9d17;people;All people regardless of background have the same voice;equality
663f1b06f604d9297d8d9d17;people;Meetings/city wide representatives;representation
664252d4a599b06b914bfcd8;people;voters;voters
664252d4a599b06b914bfcd8;people;over 18;age eligibility
664252d4a599b06b914bfcd8;people;engaged;engagement
664252d4a599b06b914bfcd8;people;multicultural;diversity
664252d4a599b06b914bfcd8;people;the population of a nation;citizenship
664252d4a599b06b914bfcd8;people;citizens;citizenship
6649b007a05647e27f62b71f;people;Very intelligent;intelligence
6649b007a05647e27f62b71f;people;Have love for each other;compassion
6649b007a05647e27f62b71f;people;Follow rules regulations;law-abiding
6649b007a05647e27f62b71f;people;Walk upright with both legs;humans
6649b007a05647e27f62b71f;people;Mostly educated;educated
6649b007a05647e27f62b71f;people;Has companion;social beings
66659e3342b581f199e47a4d;people;critical thinking;critical thinking
66659e3342b581f199e47a4d;people;voting as a duty;civic duty
66659e3342b581f199e47a4d;people;respect for the rules of law;rule of law
66659e3342b581f199e47a4d;people;sense of community;community
66659e3342b581f199e47a4d;people;political awareness;political awareness
66659e3342b581f199e47a4d;people;civic literacy;civic literacy
667c3d7b1869236fd5e924d1;people;voters;voters
667c3d7b1869236fd5e924d1;people;activists;activists
667c3d7b1869236fd5e924d1;people;public opinion;public opinion
667c3d7b1869236fd5e924d1;people;citizens;citizenship
667c3d7b1869236fd5e924d1;people;population;population
667c3d7b1869236fd5e924d1;people;taxpayers;taxpayers
667e981e0487e84f8b2e31da;people;the voice, masses;masses
667e981e0487e84f8b2e31da;people;no democracy without people in it;democratic foundation
667e981e0487e84f8b2e31da;people;electing and voting representatives;elections
667e981e0487e84f8b2e31da;people;exercise civil rights and duties by voting;civic duty
667e981e0487e84f8b2e31da;people;informed and educated;educated
667e981e0487e84f8b2e31da;people;critical thinking;critical thinking
66bce9c6697172946d3ec031;people;People give the power;sovereignty
66bce9c6697172946d3ec031;people;Individual voices allowed to be herd;expression
66bce9c6697172946d3ec031;people;Masses can be influenced and swayed;manipulable
66bce9c6697172946d3ec031;people;Heartbeat of democracy;democratic foundation
66bce9c6697172946d3ec031;people;Grassroots support;grassroots
66bce9c6697172946d3ec031;people;Can be candidates and voters;civic engagement
66c4b8e02c143fb187f32b91;people;the foundation;foundation
66c4b8e02c143fb187f32b91;people;self rule;self-governance
66c4b8e02c143fb187f32b91;people;uniformed;uninformed
66c4b8e02c143fb187f32b91;people;selfish;selfishness
66c4b8e02c143fb187f32b91;people;voting for personal intrest;self-interest
66c4b8e02c143fb187f32b91;people;mislead by leaders;misled
66cb97897f96f55dc61a0213;people;Power;power
66cb97897f96f55dc61a0213;people;Exercise voting;voting
66cb97897f96f55dc61a0213;people;participate in civic live;civic engagement
66cb97897f96f55dc61a0213;people;Enjoy freedom;freedom
66cb97897f96f55dc61a0213;people;Respect for rule of law;rule of law
66cb97897f96f55dc61a0213;people;Influence policy;policy influence
66cc8c5018e31d14f4cc6cf9;people;Sovereignty;sovereignty
66cc8c5018e31d14f4cc6cf9;people;participation;participation
66cc8c5018e31d14f4cc6cf9;people;responsibility;responsibility
66cc8c5018e31d14f4cc6cf9;people;social contract;social contract
66cc8c5018e31d14f4cc6cf9;people;civil rights;civil rights
66cc8c5018e31d14f4cc6cf9;people;access to information;information access
5eaf585e8a9edb65a576c008;politics;are annoying;annoying
5eaf585e8a9edb65a576c008;politics;is a neccessity for a goverment to work;necessity
5eaf585e8a9edb65a576c008;politics;needed for a country to work;necessity
5eaf585e8a9edb65a576c008;politics;is how groups tipically make desicions;decision-making
5eaf585e8a9edb65a576c008;politics;how the many choose;majority rule
5eaf585e8a9edb65a576c008;politics;is a way to reach a result or solution to a problem peacefully;peaceful resolution
5fb9eb323531776e460fe5e0;politics;Having people pay taxes;taxation
5fb9eb323531776e460fe5e0;politics;Having national aid;national aid
5fb9eb323531776e460fe5e0;politics;Relying on law and order;law and order
5fb9eb323531776e460fe5e0;politics;Shaping our society;societal development
5fb9eb323531776e460fe5e0;politics;People can vote for what they believe in and for change;voting rights
5fb9eb323531776e460fe5e0;politics;Branches of government;government structure
61bb370140db417c1a138984;politics;Political leaders are chosen through fair elections;fair elections
61bb370140db417c1a138984;politics;Decisions are often made based on the majority vote;majority rule
61bb370140db417c1a138984;politics;Fundamental rights such as freedom of speech is well protected;civil rights
61bb370140db417c1a138984;politics;Elected members are held accountable to the public through elections;accountability
61bb370140db417c1a138984;politics;Government actions and decisions are open by the public and the media;transparency
61bb370140db417c1a138984;politics;electoral processes are designed to be competitive and fair;fair elections
62c63c653a49b220cb390bdb;politics;news;media
62c63c653a49b220cb390bdb;politics;world;global affairs
62c63c653a49b220cb390bdb;politics;media;media
62c63c653a49b220cb390bdb;politics;leaders;political leaders
62c63c653a49b220cb390bdb;politics;senetors;senators
62c63c653a49b220cb390bdb;politics;president;president
63af5c586c05eee8c3d03730;politics;Pots selfforward first;self-interest
63af5c586c05eee8c3d03730;politics;Loses some integrity trying to please everyone;compromise
63af5c586c05eee8c3d03730;politics;Charisma counts;charisma
63af5c586c05eee8c3d03730;politics;Insincerity;deception
63af5c586c05eee8c3d03730;politics;Dog eat dog affair;competition
63af5c586c05eee8c3d03730;politics;Generally backs concept of helping america;national interest
64bdfd7695f5559fff6d6817;politics;governance of a country;governance
64bdfd7695f5559fff6d6817;politics;debates about power;power struggle
64bdfd7695f5559fff6d6817;politics;members of law making organizations;law making
64bdfd7695f5559fff6d6817;politics;influencing how a country is governed;political influence
64bdfd7695f5559fff6d6817;politics;managing a state or government;governance
64bdfd7695f5559fff6d6817;politics;governing citizens;governance
65bdfc6f682b5c9af4b633b1;politics;Regular, free, and fair elections are a cornerston.;fair elections
65bdfc6f682b5c9af4b633b1;politics;Citizens elect representatives to make decisions on their behalf;representation
65bdfc6f682b5c9af4b633b1;politics;Open public debate and discourse are encouraged and protected;public discourse
65bdfc6f682b5c9af4b633b1;politics;Citizen participation in the political process is vital;citizen participation
